zip,ssacnty,ssastco,countyname,city,stabbr,state
24614,130,49130,Buchanan,Grundy,VA,Virginia
24619,920,49920,Tazewell,Horsepen,VA,Virginia
24620,130,49130,Buchanan,Hurley,VA,Virginia
24622,130,49130,Buchanan,Jewell Ridge,VA,Virginia
24622,920,49920,Tazewell,Jewell Ridge,VA,Virginia
24624,130,49130,Buchanan,Keen Mountain,VA,Virginia
24627,130,49130,Buchanan,Mavisdale,VA,Virginia
24628,130,49130,Buchanan,Maxie,VA,Virginia
24630,920,49920,Tazewell,North Tazewell,VA,Virginia
24631,130,49130,Buchanan,Oakwood,VA,Virginia
24634,130,49130,Buchanan,Pilgrims Knob,VA,Virginia
24635,920,49920,Tazewell,Pocahontas,VA,Virginia
24637,920,49920,Tazewell,Pounding Mill,VA,Virginia
24639,920,49920,Tazewell,Raven,VA,Virginia
24639,130,49130,Buchanan,Raven,VA,Virginia
24639,830,49830,Russell,Raven,VA,Virginia
24640,920,49920,Tazewell,Red Ash,VA,Virginia
24641,920,49920,Tazewell,Richlands,VA,Virginia
24646,830,49830,Russell,Rowe,VA,Virginia
24646,130,49130,Buchanan,Rowe,VA,Virginia
24647,130,49130,Buchanan,Shortt Gap,VA,Virginia
24649,830,49830,Russell,Swords Creek,VA,Virginia
24651,920,49920,Tazewell,Tazewell,VA,Virginia
24656,130,49130,Buchanan,Vansant,VA,Virginia
24657,130,49130,Buchanan,Whitewood,VA,Virginia
24658,130,49130,Buchanan,Wolford,VA,Virginia
24701,270,51270,Mercer,Bluefield,WV,West Virginia
24712,270,51270,Mercer,Athens,WV,West Virginia
24714,270,51270,Mercer,Beeson,WV,West Virginia
24715,270,51270,Mercer,Bramwell,WV,West Virginia
24716,540,51540,Wyoming,Bud,WV,West Virginia
24719,540,51540,Wyoming,Covel,WV,West Virginia
24724,270,51270,Mercer,Freeman,WV,West Virginia
24726,540,51540,Wyoming,Herndon,WV,West Virginia
24729,270,51270,Mercer,Hiawatha,WV,West Virginia
24731,270,51270,Mercer,Kegley,WV,West Virginia
24732,270,51270,Mercer,Kellysville,WV,West Virginia
24733,270,51270,Mercer,Lashmeet,WV,West Virginia
24736,540,51540,Wyoming,Matoaka,WV,West Virginia
24736,270,51270,Mercer,Matoaka,WV,West Virginia
24737,270,51270,Mercer,Montcalm,WV,West Virginia
24738,270,51270,Mercer,Nemours,WV,West Virginia
24739,270,51270,Mercer,Princeton,WV,West Virginia
24740,270,51270,Mercer,Princeton,WV,West Virginia
24747,270,51270,Mercer,Rock,WV,West Virginia
24747,230,51230,McDowell,Rock,WV,West Virginia
24751,270,51270,Mercer,Wolfe,WV,West Virginia
24801,230,51230,McDowell,Welch,WV,West Virginia
24808,230,51230,McDowell,Anawalt,WV,West Virginia
24811,230,51230,McDowell,Avondale,WV,West Virginia
24813,230,51230,McDowell,Bartley,WV,West Virginia
24815,230,51230,McDowell,Berwind,WV,West Virginia
24816,230,51230,McDowell,Big Sandy,WV,West Virginia
24817,230,51230,McDowell,Bradshaw,WV,West Virginia
24818,540,51540,Wyoming,Brenton,WV,West Virginia
24822,540,51540,Wyoming,Clear Fork,WV,West Virginia
24823,540,51540,Wyoming,Coal Mountain,WV,West Virginia
24826,230,51230,McDowell,Cucumber,WV,West Virginia
24827,220,51220,Logan,Cyclone,WV,West Virginia
24827,540,51540,Wyoming,Cyclone,WV,West Virginia
24828,540,51540,Wyoming,Davy,WV,West Virginia
24828,230,51230,McDowell,Davy,WV,West Virginia
24829,230,51230,McDowell,Eckman,WV,West Virginia
24830,230,51230,McDowell,Elbert,WV,West Virginia
24831,230,51230,McDowell,Elkhorn,WV,West Virginia
24834,540,51540,Wyoming,Fanrock,WV,West Virginia
24836,230,51230,McDowell,Gary,WV,West Virginia
24839,540,51540,Wyoming,Hanover,WV,West Virginia
24842,230,51230,McDowell,Hemphill,WV,West Virginia
24843,230,51230,McDowell,Hensley,WV,West Virginia
24844,230,51230,McDowell,Iaeger,WV,West Virginia
24844,540,51540,Wyoming,Iaeger,WV,West Virginia
24845,540,51540,Wyoming,Ikes Fork,WV,West Virginia
24846,230,51230,McDowell,Isaban,WV,West Virginia
24847,540,51540,Wyoming,Itmann,WV,West Virginia
24848,230,51230,McDowell,Jenkinjones,WV,West Virginia
24849,540,51540,Wyoming,Jesse,WV,West Virginia
24850,230,51230,McDowell,Jolo,WV,West Virginia
24851,290,51290,Mingo,Justice,WV,West Virginia
24853,230,51230,McDowell,Kimball,WV,West Virginia
24854,540,51540,Wyoming,Kopperston,WV,West Virginia
24855,230,51230,McDowell,Kyle,WV,West Virginia
24857,540,51540,Wyoming,Lynco,WV,West Virginia
24859,540,51540,Wyoming,Marianna,WV,West Virginia
24860,540,51540,Wyoming,Matheny,WV,West Virginia
24861,230,51230,McDowell,Maybeury,WV,West Virginia
24862,230,51230,McDowell,Mohawk,WV,West Virginia
24866,230,51230,McDowell,Newhall,WV,West Virginia
24867,540,51540,Wyoming,New Richmond,WV,West Virginia
24868,230,51230,McDowell,Northfork,WV,West Virginia
24869,540,51540,Wyoming,North Spring,WV,West Virginia
24870,540,51540,Wyoming,Oceana,WV,West Virginia
24871,230,51230,McDowell,Pageton,WV,West Virginia
24872,230,51230,McDowell,Panther,WV,West Virginia
24873,230,51230,McDowell,Paynesville,WV,West Virginia
24874,540,51540,Wyoming,Pineville,WV,West Virginia
24878,230,51230,McDowell,Premier,WV,West Virginia
24879,230,51230,McDowell,Raysal,WV,West Virginia
24880,540,51540,Wyoming,Rock View,WV,West Virginia
24881,230,51230,McDowell,Roderfield,WV,West Virginia
24882,540,51540,Wyoming,Simon,WV,West Virginia
24884,230,51230,McDowell,Squire,WV,West Virginia
24887,230,51230,McDowell,Switchback,WV,West Virginia
24888,230,51230,McDowell,Thorpe,WV,West Virginia
24892,230,51230,McDowell,War,WV,West Virginia
24894,230,51230,McDowell,Warriormine,WV,West Virginia
24895,230,51230,McDowell,Wilcoe,WV,West Virginia
24898,540,51540,Wyoming,Wyoming,WV,West Virginia
24901,120,51120,Greenbrier,Lewisburg,WV,West Virginia
24902,120,51120,Greenbrier,Fairlea,WV,West Virginia
24910,120,51120,Greenbrier,Alderson,WV,West Virginia
24910,440,51440,Summers,Alderson,WV,West Virginia
24910,310,51310,Monroe,Alderson,WV,West Virginia
24915,370,51370,Pocahontas,Arbovale,WV,West Virginia
24916,120,51120,Greenbrier,Asbury,WV,West Virginia
24918,310,51310,Monroe,Ballard,WV,West Virginia
24920,370,51370,Pocahontas,Bartow,WV,West Virginia
24924,370,51370,Pocahontas,Buckeye,WV,West Virginia
24925,310,51310,Monroe,Caldwell,WV,West Virginia
24925,120,51120,Greenbrier,Caldwell,WV,West Virginia
24927,370,51370,Pocahontas,Cass,WV,West Virginia
24931,120,51120,Greenbrier,Crawley,WV,West Virginia
24934,370,51370,Pocahontas,Dunmore,WV,West Virginia
24935,440,51440,Summers,Forest Hill,WV,West Virginia
24938,120,51120,Greenbrier,Frankford,WV,West Virginia
24941,310,51310,Monroe,Gap Mills,WV,West Virginia
24943,120,51120,Greenbrier,Grassy Meadows,WV,West Virginia
24944,370,51370,Pocahontas,Green Bank,WV,West Virginia
24945,310,51310,Monroe,Greenville,WV,West Virginia
24946,370,51370,Pocahontas,Hillsboro,WV,West Virginia
24951,310,51310,Monroe,Lindside,WV,West Virginia
24954,370,51370,Pocahontas,Marlinton,WV,West Virginia
24957,120,51120,Greenbrier,Maxwelton,WV,West Virginia
24961,120,51120,Greenbrier,White Sulphur Springs,WV,West Virginia
24961,370,51370,Pocahontas,White Sulphur Springs,WV,West Virginia
24962,440,51440,Summers,Pence Springs,WV,West Virginia
24963,310,51310,Monroe,Peterstown,WV,West Virginia
24966,120,51120,Greenbrier,Renick,WV,West Virginia
24970,120,51120,Greenbrier,Ronceverte,WV,West Virginia
24970,310,51310,Monroe,Ronceverte,WV,West Virginia
24974,310,51310,Monroe,Secondcreek,WV,West Virginia
24974,120,51120,Greenbrier,Secondcreek,WV,West Virginia
24976,310,51310,Monroe,Sinks Grove,WV,West Virginia
24976,120,51120,Greenbrier,Sinks Grove,WV,West Virginia
24977,120,51120,Greenbrier,Smoot,WV,West Virginia
24981,310,51310,Monroe,Talcott,WV,West Virginia
24981,440,51440,Summers,Talcott,WV,West Virginia
24983,310,51310,Monroe,Union,WV,West Virginia
24984,310,51310,Monroe,Waiteville,WV,West Virginia
24985,440,51440,Summers,Wayside,WV,West Virginia
24985,310,51310,Monroe,Wayside,WV,West Virginia
24986,120,51120,Greenbrier,White Sulphur Springs,WV,West Virginia
24991,120,51120,Greenbrier,Williamsburg,WV,West Virginia
24993,310,51310,Monroe,Wolfcreek,WV,West Virginia
25002,090,51090,Fayette,Alloy,WV,West Virginia
25003,210,51210,Lincoln,Alum Creek,WV,West Virginia
25003,190,51190,Kanawha,Alum Creek,WV,West Virginia
25005,430,51430,Roane,Amma,WV,West Virginia
25007,400,51400,Raleigh,Arnett,WV,West Virginia
25008,400,51400,Raleigh,Artie,WV,West Virginia
25009,020,51020,Boone,Ashford,WV,West Virginia
25011,390,51390,Putnam,Bancroft,WV,West Virginia
25015,190,51190,Kanawha,Belle,WV,West Virginia
25019,070,51070,Clay,Bickmore,WV,West Virginia
25021,020,51020,Boone,Bim,WV,West Virginia
25022,220,51220,Logan,Blair,WV,West Virginia
25024,020,51020,Boone,Bloomingrose,WV,West Virginia
25025,190,51190,Kanawha,Blount,WV,West Virginia
25026,190,51190,Kanawha,Blue Creek,WV,West Virginia
25028,020,51020,Boone,Bob White,WV,West Virginia
25030,070,51070,Clay,Bomont,WV,West Virginia
25031,090,51090,Fayette,Boomer,WV,West Virginia
25033,390,51390,Putnam,Buffalo,WV,West Virginia
25035,190,51190,Kanawha,Cabin Creek,WV,West Virginia
25036,090,51090,Fayette,Cannelton,WV,West Virginia
25039,190,51190,Kanawha,Cedar Grove,WV,West Virginia
25040,090,51090,Fayette,Charlton Heights,WV,West Virginia
25043,070,51070,Clay,Clay,WV,West Virginia
25043,330,51330,Nicholas,Clay,WV,West Virginia
25044,400,51400,Raleigh,Clear Creek,WV,West Virginia
25045,070,51070,Clay,Clendenin,WV,West Virginia
25045,190,51190,Kanawha,Clendenin,WV,West Virginia
25045,430,51430,Roane,Clendenin,WV,West Virginia
25047,020,51020,Boone,Clothier,WV,West Virginia
25048,400,51400,Raleigh,Colcord,WV,West Virginia
25049,020,51020,Boone,Comfort,WV,West Virginia
25051,020,51020,Boone,Costa,WV,West Virginia
25053,020,51020,Boone,Danville,WV,West Virginia
25054,190,51190,Kanawha,Dawes,WV,West Virginia
25057,090,51090,Fayette,Deep Water,WV,West Virginia
25059,090,51090,Fayette,Dixie,WV,West Virginia
25059,330,51330,Nicholas,Dixie,WV,West Virginia
25060,400,51400,Raleigh,Dorothy,WV,West Virginia
25061,190,51190,Kanawha,Drybranch,WV,West Virginia
25062,400,51400,Raleigh,Dry Creek,WV,West Virginia
25063,070,51070,Clay,Duck,WV,West Virginia
25063,030,51030,Braxton,Duck,WV,West Virginia
25064,190,51190,Kanawha,Dunbar,WV,West Virginia
25067,190,51190,Kanawha,East Bank,WV,West Virginia
25070,390,51390,Putnam,Eleanor,WV,West Virginia
25071,190,51190,Kanawha,Elkview,WV,West Virginia
25071,430,51430,Roane,Elkview,WV,West Virginia
25075,190,51190,Kanawha,Eskdale,WV,West Virginia
25076,220,51220,Logan,Ethel,WV,West Virginia
25079,190,51190,Kanawha,Falling Rock,WV,West Virginia
25081,020,51020,Boone,Foster,WV,West Virginia
25082,390,51390,Putnam,Fraziers Bottom,WV,West Virginia
25082,260,51260,Mason,Fraziers Bottom,WV,West Virginia
25083,190,51190,Kanawha,Gallagher,WV,West Virginia
25085,090,51090,Fayette,Gauley Bridge,WV,West Virginia
25086,190,51190,Kanawha,Glasgow,WV,West Virginia
25088,070,51070,Clay,Glen,WV,West Virginia
25090,090,51090,Fayette,Glen Ferris,WV,West Virginia
25093,020,51020,Boone,Gordon,WV,West Virginia
25102,190,51190,Kanawha,Handley,WV,West Virginia
25103,190,51190,Kanawha,Hansford,WV,West Virginia
25106,260,51260,Mason,Henderson,WV,West Virginia
25107,190,51190,Kanawha,Hernshaw,WV,West Virginia
25108,220,51220,Logan,Hewett,WV,West Virginia
25108,020,51020,Boone,Hewett,WV,West Virginia
25109,390,51390,Putnam,Hometown,WV,West Virginia
25110,190,51190,Kanawha,Hugheston,WV,West Virginia
25111,070,51070,Clay,Indore,WV,West Virginia
25112,190,51190,Kanawha,Institute,WV,West Virginia
25113,070,51070,Clay,Ivydale,WV,West Virginia
25114,020,51020,Boone,Jeffrey,WV,West Virginia
25115,090,51090,Fayette,Kanawha Falls,WV,West Virginia
25118,090,51090,Fayette,Kimberly,WV,West Virginia
25119,090,51090,Fayette,Kincaid,WV,West Virginia
25121,220,51220,Logan,Lake,WV,West Virginia
25123,260,51260,Mason,Leon,WV,West Virginia
25124,170,51170,Jackson,Liberty,WV,West Virginia
25124,190,51190,Kanawha,Liberty,WV,West Virginia
25124,390,51390,Putnam,Liberty,WV,West Virginia
25125,070,51070,Clay,Lizemores,WV,West Virginia
25126,190,51190,Kanawha,London,WV,West Virginia
25130,020,51020,Boone,Madison,WV,West Virginia
25132,190,51190,Kanawha,Mammoth,WV,West Virginia
25133,070,51070,Clay,Maysel,WV,West Virginia
25134,190,51190,Kanawha,Miami,WV,West Virginia
25136,090,51090,Fayette,Montgomery,WV,West Virginia
25136,190,51190,Kanawha,Montgomery,WV,West Virginia
25139,090,51090,Fayette,Mount Carbon,WV,West Virginia
25140,400,51400,Raleigh,Naoma,WV,West Virginia
25141,070,51070,Clay,Nebo,WV,West Virginia
25141,060,51060,Calhoun,Nebo,WV,West Virginia
25142,020,51020,Boone,Nellis,WV,West Virginia
25143,390,51390,Putnam,Nitro,WV,West Virginia
25143,190,51190,Kanawha,Nitro,WV,West Virginia
25148,020,51020,Boone,Orgas,WV,West Virginia
25149,020,51020,Boone,Ottawa,WV,West Virginia
25152,090,51090,Fayette,Page,WV,West Virginia
25154,020,51020,Boone,Peytona,WV,West Virginia
25156,190,51190,Kanawha,Pinch,WV,West Virginia
25159,390,51390,Putnam,Poca,WV,West Virginia
25160,190,51190,Kanawha,Pond Gap,WV,West Virginia
25161,090,51090,Fayette,Powellton,WV,West Virginia
25162,190,51190,Kanawha,Pratt,WV,West Virginia
25164,070,51070,Clay,Procious,WV,West Virginia
25165,020,51020,Boone,Racine,WV,West Virginia
25168,390,51390,Putnam,Red House,WV,West Virginia
25169,020,51020,Boone,Ridgeview,WV,West Virginia
25173,090,51090,Fayette,Robson,WV,West Virginia
25174,400,51400,Raleigh,Rock Creek,WV,West Virginia
25177,190,51190,Kanawha,Saint Albans,WV,West Virginia
25180,400,51400,Raleigh,Saxon,WV,West Virginia
25181,020,51020,Boone,Seth,WV,West Virginia
25183,220,51220,Logan,Sharples,WV,West Virginia
25186,090,51090,Fayette,Smithers,WV,West Virginia
25187,260,51260,Mason,Southside,WV,West Virginia
25193,020,51020,Boone,Sylvester,WV,West Virginia
25201,190,51190,Kanawha,Tad,WV,West Virginia
25202,190,51190,Kanawha,Tornado,WV,West Virginia
25202,210,51210,Lincoln,Tornado,WV,West Virginia
25203,020,51020,Boone,Turtle Creek,WV,West Virginia
25204,020,51020,Boone,Twilight,WV,West Virginia
25205,020,51020,Boone,Uneeda,WV,West Virginia
25206,020,51020,Boone,Van,WV,West Virginia
25208,020,51020,Boone,Wharton,WV,West Virginia
25209,020,51020,Boone,Whitesville,WV,West Virginia
25209,400,51400,Raleigh,Whitesville,WV,West Virginia
25211,070,51070,Clay,Widen,WV,West Virginia
25213,390,51390,Putnam,Winfield,WV,West Virginia
25214,190,51190,Kanawha,Winifrede,WV,West Virginia
25231,390,51390,Putnam,Advent,WV,West Virginia
25231,170,51170,Jackson,Advent,WV,West Virginia
25234,060,51060,Calhoun,Arnoldsburg,WV,West Virginia
25235,060,51060,Calhoun,Chloe,WV,West Virginia
25235,070,51070,Clay,Chloe,WV,West Virginia
25239,260,51260,Mason,Cottageville,WV,West Virginia
25239,170,51170,Jackson,Cottageville,WV,West Virginia
25241,260,51260,Mason,Evans,WV,West Virginia
25241,170,51170,Jackson,Evans,WV,West Virginia
25243,430,51430,Roane,Gandeeville,WV,West Virginia
25243,190,51190,Kanawha,Gandeeville,WV,West Virginia
25244,170,51170,Jackson,Gay,WV,West Virginia
25244,430,51430,Roane,Gay,WV,West Virginia
25245,260,51260,Mason,Given,WV,West Virginia
25245,170,51170,Jackson,Given,WV,West Virginia
25245,390,51390,Putnam,Given,WV,West Virginia
25247,260,51260,Mason,Hartford,WV,West Virginia
25248,170,51170,Jackson,Kenna,WV,West Virginia
25248,190,51190,Kanawha,Kenna,WV,West Virginia
25251,430,51430,Roane,Left Hand,WV,West Virginia
25252,520,51520,Wirt,Le Roy,WV,West Virginia
25252,170,51170,Jackson,Le Roy,WV,West Virginia
25253,260,51260,Mason,Letart,WV,West Virginia
25259,430,51430,Roane,Looneyville,WV,West Virginia
25260,260,51260,Mason,Mason,WV,West Virginia
25261,060,51060,Calhoun,Millstone,WV,West Virginia
25262,170,51170,Jackson,Millwood,WV,West Virginia
25264,260,51260,Mason,Mount Alto,WV,West Virginia
25264,170,51170,Jackson,Mount Alto,WV,West Virginia
25265,260,51260,Mason,New Haven,WV,West Virginia
25266,430,51430,Roane,Newton,WV,West Virginia
25266,070,51070,Clay,Newton,WV,West Virginia
25267,100,51100,Gilmer,Normantown,WV,West Virginia
25267,030,51030,Braxton,Normantown,WV,West Virginia
25268,060,51060,Calhoun,Orma,WV,West Virginia
25270,430,51430,Roane,Reedy,WV,West Virginia
25270,520,51520,Wirt,Reedy,WV,West Virginia
25271,170,51170,Jackson,Ripley,WV,West Virginia
25275,170,51170,Jackson,Sandyville,WV,West Virginia
25276,430,51430,Roane,Spencer,WV,West Virginia
25285,430,51430,Roane,Wallback,WV,West Virginia
25285,070,51070,Clay,Wallback,WV,West Virginia
25286,190,51190,Kanawha,Walton,WV,West Virginia
25286,430,51430,Roane,Walton,WV,West Virginia
25287,260,51260,Mason,West Columbia,WV,West Virginia
25301,190,51190,Kanawha,Charleston,WV,West Virginia
25302,180,51180,Jefferson,Charleston,WV,West Virginia
25302,190,51190,Kanawha,Charleston,WV,West Virginia
25303,190,51190,Kanawha,Charleston,WV,West Virginia
25304,190,51190,Kanawha,Charleston,WV,West Virginia
25305,190,51190,Kanawha,Charleston,WV,West Virginia
25306,190,51190,Kanawha,Charleston,WV,West Virginia
25309,190,51190,Kanawha,Charleston,WV,West Virginia
25311,190,51190,Kanawha,Charleston,WV,West Virginia
25312,190,51190,Kanawha,Charleston,WV,West Virginia
25313,190,51190,Kanawha,Charleston,WV,West Virginia
25314,190,51190,Kanawha,Charleston,WV,West Virginia
25315,190,51190,Kanawha,Charleston,WV,West Virginia
25317,190,51190,Kanawha,Charleston,WV,West Virginia
25320,190,51190,Kanawha,Charleston,WV,West Virginia
25321,190,51190,Kanawha,Charleston,WV,West Virginia
25322,190,51190,Kanawha,Charleston,WV,West Virginia
25323,190,51190,Kanawha,Charleston,WV,West Virginia
25324,190,51190,Kanawha,Charleston,WV,West Virginia
25325,190,51190,Kanawha,Charleston,WV,West Virginia
25326,190,51190,Kanawha,Charleston,WV,West Virginia
25327,190,51190,Kanawha,Charleston,WV,West Virginia
25328,190,51190,Kanawha,Charleston,WV,West Virginia
25329,190,51190,Kanawha,Charleston,WV,West Virginia
25330,190,51190,Kanawha,Charleston,WV,West Virginia
25331,190,51190,Kanawha,Charleston,WV,West Virginia
25332,190,51190,Kanawha,Charleston,WV,West Virginia
25333,190,51190,Kanawha,Charleston,WV,West Virginia
25334,190,51190,Kanawha,Charleston,WV,West Virginia
25335,190,51190,Kanawha,Charleston,WV,West Virginia
25336,190,51190,Kanawha,Charleston,WV,West Virginia
25337,190,51190,Kanawha,Charleston,WV,West Virginia
25338,190,51190,Kanawha,Charleston,WV,West Virginia
25339,190,51190,Kanawha,Charleston,WV,West Virginia
25356,190,51190,Kanawha,Charleston,WV,West Virginia
25357,190,51190,Kanawha,Charleston,WV,West Virginia
25360,190,51190,Kanawha,Charleston,WV,West Virginia
25361,190,51190,Kanawha,Charleston,WV,West Virginia
25362,190,51190,Kanawha,Charleston,WV,West Virginia
25364,190,51190,Kanawha,Charleston,WV,West Virginia
25365,190,51190,Kanawha,Charleston,WV,West Virginia
25375,190,51190,Kanawha,Charleston,WV,West Virginia
25387,190,51190,Kanawha,Charleston,WV,West Virginia
25389,190,51190,Kanawha,Charleston,WV,West Virginia
25392,190,51190,Kanawha,Charleston,WV,West Virginia
25396,190,51190,Kanawha,Charleston,WV,West Virginia
25401,010,51010,Berkeley,Martinsburg,WV,West Virginia
25410,180,51180,Jefferson,Bakerton,WV,West Virginia
25411,320,51320,Morgan,Berkeley Springs,WV,West Virginia
25413,010,51010,Berkeley,Bunker Hill,WV,West Virginia
25414,180,51180,Jefferson,Charles Town,WV,West Virginia
25419,010,51010,Berkeley,Falling Waters,WV,West Virginia
25420,010,51010,Berkeley,Gerrardstown,WV,West Virginia
25421,010,51010,Berkeley,Glengary,WV,West Virginia
25422,320,51320,Morgan,Great Cacapon,WV,West Virginia
25423,180,51180,Jefferson,Halltown,WV,West Virginia
25425,180,51180,Jefferson,Harpers Ferry,WV,West Virginia
25425,020,51020,Boone,Harpers Ferry,WV,West Virginia
25427,320,51320,Morgan,Hedgesville,WV,West Virginia
25427,010,51010,Berkeley,Hedgesville,WV,West Virginia
25428,010,51010,Berkeley,Inwood,WV,West Virginia
25430,180,51180,Jefferson,Kearneysville,WV,West Virginia
25431,130,51130,Hampshire,Levels,WV,West Virginia
25432,180,51180,Jefferson,Millville,WV,West Virginia
25434,320,51320,Morgan,Paw Paw,WV,West Virginia
25434,130,51130,Hampshire,Paw Paw,WV,West Virginia
25437,130,51130,Hampshire,Points,WV,West Virginia
25438,180,51180,Jefferson,Ranson,WV,West Virginia
25440,010,51010,Berkeley,Ridgeway,WV,West Virginia
25441,180,51180,Jefferson,Rippon,WV,West Virginia
25442,180,51180,Jefferson,Shenandoah Junction,WV,West Virginia
25443,180,51180,Jefferson,Shepherdstown,WV,West Virginia
25443,010,51010,Berkeley,Shepherdstown,WV,West Virginia
25444,130,51130,Hampshire,Slanesville,WV,West Virginia
25444,180,51180,Jefferson,Slanesville,WV,West Virginia
25446,180,51180,Jefferson,Summit Point,WV,West Virginia
25501,210,51210,Lincoln,Alkol,WV,West Virginia
25502,260,51260,Mason,Apple Grove,WV,West Virginia
25503,260,51260,Mason,Ashton,WV,West Virginia
25504,490,51490,Wayne,Barboursville,WV,West Virginia
25504,050,51050,Cabell,Barboursville,WV,West Virginia
25505,220,51220,Logan,Big Creek,WV,West Virginia
25506,210,51210,Lincoln,Branchland,WV,West Virginia
25506,050,51050,Cabell,Branchland,WV,West Virginia
25507,490,51490,Wayne,Ceredo,WV,West Virginia
25508,020,51020,Boone,Chapmanville,WV,West Virginia
25508,220,51220,Logan,Chapmanville,WV,West Virginia
25510,050,51050,Cabell,Culloden,WV,West Virginia
25510,390,51390,Putnam,Culloden,WV,West Virginia
25511,490,51490,Wayne,Dunlow,WV,West Virginia
25512,490,51490,Wayne,East Lynn,WV,West Virginia
25514,490,51490,Wayne,Fort Gay,WV,West Virginia
25515,260,51260,Mason,Gallipolis Ferry,WV,West Virginia
25517,490,51490,Wayne,Genoa,WV,West Virginia
25520,260,51260,Mason,Glenwood,WV,West Virginia
25520,050,51050,Cabell,Glenwood,WV,West Virginia
25521,210,51210,Lincoln,Griffithsville,WV,West Virginia
25523,390,51390,Putnam,Hamlin,WV,West Virginia
25523,210,51210,Lincoln,Hamlin,WV,West Virginia
25524,490,51490,Wayne,Harts,WV,West Virginia
25524,210,51210,Lincoln,Harts,WV,West Virginia
25524,220,51220,Logan,Harts,WV,West Virginia
25526,210,51210,Lincoln,Hurricane,WV,West Virginia
25526,390,51390,Putnam,Hurricane,WV,West Virginia
25529,020,51020,Boone,Julian,WV,West Virginia
25529,270,51270,Mercer,Julian,WV,West Virginia
25530,490,51490,Wayne,Kenova,WV,West Virginia
25534,490,51490,Wayne,Kiahsville,WV,West Virginia
25535,490,51490,Wayne,Lavalette,WV,West Virginia
25537,050,51050,Cabell,Lesage,WV,West Virginia
25540,210,51210,Lincoln,Midkiff,WV,West Virginia
25541,260,51260,Mason,Milton,WV,West Virginia
25541,050,51050,Cabell,Milton,WV,West Virginia
25544,210,51210,Lincoln,Myra,WV,West Virginia
25545,050,51050,Cabell,Ona,WV,West Virginia
25547,220,51220,Logan,Pecks Mill,WV,West Virginia
25550,260,51260,Mason,Point Pleasant,WV,West Virginia
25555,490,51490,Wayne,Prichard,WV,West Virginia
25557,490,51490,Wayne,Ranger,WV,West Virginia
25557,210,51210,Lincoln,Ranger,WV,West Virginia
25559,050,51050,Cabell,Salt Rock,WV,West Virginia
25560,390,51390,Putnam,Scott Depot,WV,West Virginia
25562,490,51490,Wayne,Shoals,WV,West Virginia
25564,210,51210,Lincoln,Sod,WV,West Virginia
25565,020,51020,Boone,Spurlockville,WV,West Virginia
25565,210,51210,Lincoln,Spurlockville,WV,West Virginia
25567,210,51210,Lincoln,Sumerco,WV,West Virginia
25569,390,51390,Putnam,Teays,WV,West Virginia
25570,490,51490,Wayne,Wayne,WV,West Virginia
25571,210,51210,Lincoln,West Hamlin,WV,West Virginia
25572,020,51020,Boone,Woodville,WV,West Virginia
25573,210,51210,Lincoln,Yawkey,WV,West Virginia
25601,220,51220,Logan,Logan,WV,West Virginia
25606,220,51220,Logan,Accoville,WV,West Virginia
25607,220,51220,Logan,Amherstdale,WV,West Virginia
25608,290,51290,Mingo,Baisden,WV,West Virginia
25611,220,51220,Logan,Bruno,WV,West Virginia
25612,220,51220,Logan,Chauncey,WV,West Virginia
25614,220,51220,Logan,Cora,WV,West Virginia
25617,220,51220,Logan,Davin,WV,West Virginia
25617,540,51540,Wyoming,Davin,WV,West Virginia
25621,290,51290,Mingo,Gilbert,WV,West Virginia
25624,220,51220,Logan,Henlawson,WV,West Virginia
25625,220,51220,Logan,Holden,WV,West Virginia
25628,220,51220,Logan,Kistler,WV,West Virginia
25630,220,51220,Logan,Lorado,WV,West Virginia
25632,220,51220,Logan,Lyburn,WV,West Virginia
25634,220,51220,Logan,Mallory,WV,West Virginia
25635,220,51220,Logan,Man,WV,West Virginia
25637,220,51220,Logan,Mount Gay,WV,West Virginia
25638,220,51220,Logan,Omar,WV,West Virginia
25639,220,51220,Logan,Peach Creek,WV,West Virginia
25644,220,51220,Logan,Sarah Ann,WV,West Virginia
25646,220,51220,Logan,Stollings,WV,West Virginia
25647,220,51220,Logan,Switzer,WV,West Virginia
25649,220,51220,Logan,Verdunville,WV,West Virginia
25650,290,51290,Mingo,Verner,WV,West Virginia
25651,290,51290,Mingo,Wharncliffe,WV,West Virginia
25652,220,51220,Logan,Whitman,WV,West Virginia
25653,220,51220,Logan,Wilkinson,WV,West Virginia
25654,220,51220,Logan,Yolyn,WV,West Virginia
25661,290,51290,Mingo,Williamson,WV,West Virginia
25665,290,51290,Mingo,Borderland,WV,West Virginia
25666,290,51290,Mingo,Breeden,WV,West Virginia
25667,290,51290,Mingo,Chattaroy,WV,West Virginia
25669,490,51490,Wayne,Crum,WV,West Virginia
25670,290,51290,Mingo,Delbarton,WV,West Virginia
25671,290,51290,Mingo,Dingess,WV,West Virginia
25672,290,51290,Mingo,Edgarton,WV,West Virginia
25674,490,51490,Wayne,Kermit,WV,West Virginia
25674,290,51290,Mingo,Kermit,WV,West Virginia
25676,290,51290,Mingo,Lenore,WV,West Virginia
25678,290,51290,Mingo,Matewan,WV,West Virginia
25685,290,51290,Mingo,Naugatuck,WV,West Virginia
