zip,ssacnty,ssastco,countyname,city,stabbr,state
48212,810,23810,Wayne,Hamtramck,MI,Michigan
48213,810,23810,Wayne,Detroit,MI,Michigan
48214,810,23810,Wayne,Detroit,MI,Michigan
48215,810,23810,Wayne,Detroit,MI,Michigan
48216,810,23810,Wayne,Detroit,MI,Michigan
48217,810,23810,Wayne,Detroit,MI,Michigan
48218,810,23810,Wayne,River Rouge,MI,Michigan
48219,810,23810,Wayne,Detroit,MI,Michigan
48220,620,23620,Oakland,Ferndale,MI,Michigan
48221,810,23810,Wayne,Detroit,MI,Michigan
48222,810,23810,Wayne,Detroit,MI,Michigan
48223,810,23810,Wayne,Detroit,MI,Michigan
48224,810,23810,Wayne,Detroit,MI,Michigan
48225,810,23810,Wayne,Harper Woods,MI,Michigan
48226,810,23810,Wayne,Detroit,MI,Michigan
48227,810,23810,Wayne,Detroit,MI,Michigan
48228,810,23810,Wayne,Detroit,MI,Michigan
48229,810,23810,Wayne,Ecorse,MI,Michigan
48230,810,23810,Wayne,Grosse Pointe,MI,Michigan
48231,810,23810,Wayne,Detroit,MI,Michigan
48232,810,23810,Wayne,Detroit,MI,Michigan
48233,810,23810,Wayne,Detroit,MI,Michigan
48234,810,23810,Wayne,Detroit,MI,Michigan
48235,810,23810,Wayne,Detroit,MI,Michigan
48236,810,23810,Wayne,Grosse Pointe,MI,Michigan
48236,490,23490,Macomb,Grosse Pointe,MI,Michigan
48237,620,23620,Oakland,Oak Park,MI,Michigan
48238,810,23810,Wayne,Detroit,MI,Michigan
48239,810,23810,Wayne,Redford,MI,Michigan
48240,810,23810,Wayne,Redford,MI,Michigan
48242,810,23810,Wayne,Detroit,MI,Michigan
48243,810,23810,Wayne,Detroit,MI,Michigan
48244,810,23810,Wayne,Detroit,MI,Michigan
48255,810,23810,Wayne,Detroit,MI,Michigan
48260,810,23810,Wayne,Detroit,MI,Michigan
48264,810,23810,Wayne,Detroit,MI,Michigan
48265,810,23810,Wayne,Detroit,MI,Michigan
48266,810,23810,Wayne,Detroit,MI,Michigan
48267,810,23810,Wayne,Detroit,MI,Michigan
48268,810,23810,Wayne,Detroit,MI,Michigan
48269,810,23810,Wayne,Detroit,MI,Michigan
48272,810,23810,Wayne,Detroit,MI,Michigan
48275,810,23810,Wayne,Detroit,MI,Michigan
48277,810,23810,Wayne,Detroit,MI,Michigan
48278,810,23810,Wayne,Detroit,MI,Michigan
48288,810,23810,Wayne,Detroit,MI,Michigan
48301,730,23730,St Clair,Bloomfield Hills,MI,Michigan
48302,620,23620,Oakland,Bloomfield Hills,MI,Michigan
48303,620,23620,Oakland,Bloomfield Hills,MI,Michigan
48304,620,23620,Oakland,Bloomfield Hills,MI,Michigan
48308,620,23620,Oakland,Rochester,MI,Michigan
48309,620,23620,Oakland,Rochester,MI,Michigan
48310,490,23490,Macomb,Sterling Heights,MI,Michigan
48310,040,23040,Antrim,Sterling Heights,MI,Michigan
48311,490,23490,Macomb,Sterling Heights,MI,Michigan
48320,620,23620,Oakland,Keego Harbor,MI,Michigan
48321,620,23620,Oakland,Auburn Hills,MI,Michigan
48322,620,23620,Oakland,West Bloomfield,MI,Michigan
48331,620,23620,Oakland,Farmington,MI,Michigan
48332,620,23620,Oakland,Farmington,MI,Michigan
48333,620,23620,Oakland,Farmington,MI,Michigan
48397,490,23490,Macomb,Warren,MI,Michigan
48401,750,23750,Sanilac,Applegate,MI,Michigan
48410,750,23750,Sanilac,Argyle,MI,Michigan
48410,310,23310,Huron,Argyle,MI,Michigan
48411,240,23240,Genesee,Atlas,MI,Michigan
48412,430,23430,Lapeer,Attica,MI,Michigan
48413,310,23310,Huron,Bad Axe,MI,Michigan
48414,770,23770,Shiawassee,Bancroft,MI,Michigan
48415,720,23720,Saginaw,Birch Run,MI,Michigan
48415,240,23240,Genesee,Birch Run,MI,Michigan
48415,780,23780,Tuscola,Birch Run,MI,Michigan
48416,750,23750,Sanilac,Brown City,MI,Michigan
48416,430,23430,Lapeer,Brown City,MI,Michigan
48416,730,23730,St Clair,Brown City,MI,Michigan
48417,720,23720,Saginaw,Burt,MI,Michigan
48418,460,23460,Livingston,Byron,MI,Michigan
48418,240,23240,Genesee,Byron,MI,Michigan
48418,770,23770,Shiawassee,Byron,MI,Michigan
48419,750,23750,Sanilac,Carsonville,MI,Michigan
48420,240,23240,Genesee,Clio,MI,Michigan
48420,720,23720,Saginaw,Clio,MI,Michigan
48421,240,23240,Genesee,Columbiaville,MI,Michigan
48421,430,23430,Lapeer,Columbiaville,MI,Michigan
48422,750,23750,Sanilac,Croswell,MI,Michigan
48423,240,23240,Genesee,Davison,MI,Michigan
48423,430,23430,Lapeer,Davison,MI,Michigan
48426,750,23750,Sanilac,Decker,MI,Michigan
48426,780,23780,Tuscola,Decker,MI,Michigan
48427,750,23750,Sanilac,Deckerville,MI,Michigan
48428,430,23430,Lapeer,Dryden,MI,Michigan
48429,240,23240,Genesee,Durand,MI,Michigan
48429,770,23770,Shiawassee,Durand,MI,Michigan
48430,620,23620,Oakland,Fenton,MI,Michigan
48430,240,23240,Genesee,Fenton,MI,Michigan
48430,460,23460,Livingston,Fenton,MI,Michigan
48432,310,23310,Huron,Filion,MI,Michigan
48433,240,23240,Genesee,Flushing,MI,Michigan
48434,750,23750,Sanilac,Forestville,MI,Michigan
48435,780,23780,Tuscola,Fostoria,MI,Michigan
48435,430,23430,Lapeer,Fostoria,MI,Michigan
48436,240,23240,Genesee,Gaines,MI,Michigan
48436,770,23770,Shiawassee,Gaines,MI,Michigan
48437,240,23240,Genesee,Genesee,MI,Michigan
48438,430,23430,Lapeer,Goodrich,MI,Michigan
48438,240,23240,Genesee,Goodrich,MI,Michigan
48439,240,23240,Genesee,Grand Blanc,MI,Michigan
48439,620,23620,Oakland,Grand Blanc,MI,Michigan
48440,430,23430,Lapeer,Hadley,MI,Michigan
48441,310,23310,Huron,Harbor Beach,MI,Michigan
48442,240,23240,Genesee,Holly,MI,Michigan
48442,460,23460,Livingston,Holly,MI,Michigan
48442,620,23620,Oakland,Holly,MI,Michigan
48444,430,23430,Lapeer,Imlay City,MI,Michigan
48444,730,23730,St Clair,Imlay City,MI,Michigan
48445,310,23310,Huron,Kinde,MI,Michigan
48446,430,23430,Lapeer,Lapeer,MI,Michigan
48449,240,23240,Genesee,Lennon,MI,Michigan
48449,770,23770,Shiawassee,Lennon,MI,Michigan
48450,750,23750,Sanilac,Lexington,MI,Michigan
48451,460,23460,Livingston,Linden,MI,Michigan
48451,240,23240,Genesee,Linden,MI,Michigan
48453,750,23750,Sanilac,Marlette,MI,Michigan
48453,780,23780,Tuscola,Marlette,MI,Michigan
48454,750,23750,Sanilac,Melvin,MI,Michigan
48454,780,23780,Tuscola,Melvin,MI,Michigan
48455,430,23430,Lapeer,Metamora,MI,Michigan
48456,310,23310,Huron,Minden City,MI,Michigan
48456,750,23750,Sanilac,Minden City,MI,Michigan
48457,720,23720,Saginaw,Montrose,MI,Michigan
48457,240,23240,Genesee,Montrose,MI,Michigan
48458,240,23240,Genesee,Mount Morris,MI,Michigan
48460,720,23720,Saginaw,New Lothrop,MI,Michigan
48460,770,23770,Shiawassee,New Lothrop,MI,Michigan
48461,430,23430,Lapeer,North Branch,MI,Michigan
48462,240,23240,Genesee,Ortonville,MI,Michigan
48462,430,23430,Lapeer,Ortonville,MI,Michigan
48462,620,23620,Oakland,Ortonville,MI,Michigan
48462,630,23630,Oceana,Ortonville,MI,Michigan
48463,240,23240,Genesee,Otisville,MI,Michigan
48464,780,23780,Tuscola,Otter Lake,MI,Michigan
48464,430,23430,Lapeer,Otter Lake,MI,Michigan
48464,240,23240,Genesee,Otter Lake,MI,Michigan
48465,750,23750,Sanilac,Palms,MI,Michigan
48466,750,23750,Sanilac,Peck,MI,Michigan
48467,310,23310,Huron,Port Austin,MI,Michigan
48468,310,23310,Huron,Port Hope,MI,Michigan
48469,750,23750,Sanilac,Port Sanilac,MI,Michigan
48470,310,23310,Huron,Ruth,MI,Michigan
48470,750,23750,Sanilac,Ruth,MI,Michigan
48471,750,23750,Sanilac,Sandusky,MI,Michigan
48472,750,23750,Sanilac,Snover,MI,Michigan
48473,240,23240,Genesee,Swartz Creek,MI,Michigan
48475,310,23310,Huron,Ubly,MI,Michigan
48475,750,23750,Sanilac,Ubly,MI,Michigan
48476,770,23770,Shiawassee,Vernon,MI,Michigan
48501,240,23240,Genesee,Flint,MI,Michigan
48502,240,23240,Genesee,Flint,MI,Michigan
48503,240,23240,Genesee,Flint,MI,Michigan
48504,240,23240,Genesee,Flint,MI,Michigan
48505,240,23240,Genesee,Flint,MI,Michigan
48506,240,23240,Genesee,Flint,MI,Michigan
48507,240,23240,Genesee,Flint,MI,Michigan
48509,240,23240,Genesee,Burton,MI,Michigan
48519,240,23240,Genesee,Burton,MI,Michigan
48529,240,23240,Genesee,Burton,MI,Michigan
48531,240,23240,Genesee,Flint,MI,Michigan
48532,240,23240,Genesee,Flint,MI,Michigan
48550,240,23240,Genesee,Flint,MI,Michigan
48551,240,23240,Genesee,Flint,MI,Michigan
48552,240,23240,Genesee,Flint,MI,Michigan
48553,240,23240,Genesee,Flint,MI,Michigan
48554,240,23240,Genesee,Flint,MI,Michigan
48555,240,23240,Genesee,Flint,MI,Michigan
48556,240,23240,Genesee,Flint,MI,Michigan
48557,240,23240,Genesee,Flint,MI,Michigan
48559,240,23240,Genesee,Flint,MI,Michigan
48601,080,23080,Bay,Saginaw,MI,Michigan
48601,720,23720,Saginaw,Saginaw,MI,Michigan
48602,720,23720,Saginaw,Saginaw,MI,Michigan
48603,720,23720,Saginaw,Saginaw,MI,Michigan
48604,720,23720,Saginaw,Saginaw,MI,Michigan
48604,080,23080,Bay,Saginaw,MI,Michigan
48605,720,23720,Saginaw,Saginaw,MI,Michigan
48606,720,23720,Saginaw,Saginaw,MI,Michigan
48607,720,23720,Saginaw,Saginaw,MI,Michigan
48608,720,23720,Saginaw,Saginaw,MI,Michigan
48610,640,23640,Ogemaw,Alger,MI,Michigan
48610,250,23250,Gladwin,Alger,MI,Michigan
48610,750,23750,Sanilac,Alger,MI,Michigan
48610,050,23050,Arenac,Alger,MI,Michigan
48611,080,23080,Bay,Auburn,MI,Michigan
48612,170,23170,Clare,Beaverton,MI,Michigan
48612,250,23250,Gladwin,Beaverton,MI,Michigan
48612,550,23550,Midland,Beaverton,MI,Michigan
48613,050,23050,Arenac,Bentley,MI,Michigan
48613,250,23250,Gladwin,Bentley,MI,Michigan
48613,080,23080,Bay,Bentley,MI,Michigan
48614,720,23720,Saginaw,Brant,MI,Michigan
48614,280,23280,Gratiot,Brant,MI,Michigan
48615,550,23550,Midland,Breckenridge,MI,Michigan
48615,280,23280,Gratiot,Breckenridge,MI,Michigan
48616,770,23770,Shiawassee,Chesaning,MI,Michigan
48616,720,23720,Saginaw,Chesaning,MI,Michigan
48617,360,23360,Isabella,Clare,MI,Michigan
48617,170,23170,Clare,Clare,MI,Michigan
48618,250,23250,Gladwin,Coleman,MI,Michigan
48618,360,23360,Isabella,Coleman,MI,Michigan
48618,550,23550,Midland,Coleman,MI,Michigan
48619,590,23590,Montmorency,Comins,MI,Michigan
48619,670,23670,Oscoda,Comins,MI,Michigan
48620,550,23550,Midland,Edenville,MI,Michigan
48621,670,23670,Oscoda,Fairview,MI,Michigan
48622,170,23170,Clare,Farwell,MI,Michigan
48622,360,23360,Isabella,Farwell,MI,Michigan
48623,080,23080,Bay,Freeland,MI,Michigan
48623,550,23550,Midland,Freeland,MI,Michigan
48623,720,23720,Saginaw,Freeland,MI,Michigan
48624,250,23250,Gladwin,Gladwin,MI,Michigan
48624,640,23640,Ogemaw,Gladwin,MI,Michigan
48624,170,23170,Clare,Gladwin,MI,Michigan
48624,710,23710,Roscommon,Gladwin,MI,Michigan
48625,170,23170,Clare,Harrison,MI,Michigan
48626,720,23720,Saginaw,Hemlock,MI,Michigan
48626,550,23550,Midland,Hemlock,MI,Michigan
48627,710,23710,Roscommon,Higgins Lake,MI,Michigan
48628,550,23550,Midland,Hope,MI,Michigan
48628,250,23250,Gladwin,Hope,MI,Michigan
48629,710,23710,Roscommon,Houghton Lake,MI,Michigan
48630,710,23710,Roscommon,Houghton Lake Heights,MI,Michigan
48631,080,23080,Bay,Kawkawlin,MI,Michigan
48632,170,23170,Clare,Lake,MI,Michigan
48632,660,23660,Osceola,Lake,MI,Michigan
48632,360,23360,Isabella,Lake,MI,Michigan
48632,530,23530,Mecosta,Lake,MI,Michigan
48633,170,23170,Clare,Lake George,MI,Michigan
48634,080,23080,Bay,Linwood,MI,Michigan
48635,640,23640,Ogemaw,Lupton,MI,Michigan
48636,670,23670,Oscoda,Luzerne,MI,Michigan
48636,640,23640,Ogemaw,Luzerne,MI,Michigan
48637,550,23550,Midland,Merrill,MI,Michigan
48637,280,23280,Gratiot,Merrill,MI,Michigan
48637,230,23230,Emmet,Merrill,MI,Michigan
48637,720,23720,Saginaw,Merrill,MI,Michigan
48640,550,23550,Midland,Midland,MI,Michigan
48640,080,23080,Bay,Midland,MI,Michigan
48640,500,23500,Manistee,Midland,MI,Michigan
48641,550,23550,Midland,Midland,MI,Michigan
48647,670,23670,Oscoda,Mio,MI,Michigan
48647,000,23000,Alcona,Mio,MI,Michigan
48649,720,23720,Saginaw,Oakley,MI,Michigan
48649,770,23770,Shiawassee,Oakley,MI,Michigan
48650,050,23050,Arenac,Pinconning,MI,Michigan
48650,080,23080,Bay,Pinconning,MI,Michigan
48651,710,23710,Roscommon,Prudenville,MI,Michigan
48652,080,23080,Bay,Rhodes,MI,Michigan
48652,250,23250,Gladwin,Rhodes,MI,Michigan
48652,550,23550,Midland,Rhodes,MI,Michigan
48653,710,23710,Roscommon,Roscommon,MI,Michigan
48653,190,23190,Crawford,Roscommon,MI,Michigan
48654,670,23670,Oscoda,Rose City,MI,Michigan
48654,640,23640,Ogemaw,Rose City,MI,Michigan
48655,720,23720,Saginaw,Saint Charles,MI,Michigan
48656,710,23710,Roscommon,Saint Helen,MI,Michigan
48657,550,23550,Midland,Sanford,MI,Michigan
48658,050,23050,Arenac,Standish,MI,Michigan
48658,080,23080,Bay,Standish,MI,Michigan
48659,050,23050,Arenac,Sterling,MI,Michigan
48659,080,23080,Bay,Sterling,MI,Michigan
48661,640,23640,Ogemaw,West Branch,MI,Michigan
48662,550,23550,Midland,Wheeler,MI,Michigan
48662,280,23280,Gratiot,Wheeler,MI,Michigan
48663,720,23720,Saginaw,Saginaw,MI,Michigan
48667,550,23550,Midland,Midland,MI,Michigan
48670,550,23550,Midland,Midland,MI,Michigan
48674,550,23550,Midland,Midland,MI,Michigan
48686,550,23550,Midland,Midland,MI,Michigan
48701,780,23780,Tuscola,Akron,MI,Michigan
48703,050,23050,Arenac,Au Gres,MI,Michigan
48705,000,23000,Alcona,Barton City,MI,Michigan
48706,080,23080,Bay,Bay City,MI,Michigan
48707,080,23080,Bay,Bay City,MI,Michigan
48708,080,23080,Bay,Bay City,MI,Michigan
48720,310,23310,Huron,Bay Port,MI,Michigan
48721,000,23000,Alcona,Black River,MI,Michigan
48722,720,23720,Saginaw,Bridgeport,MI,Michigan
48723,780,23780,Tuscola,Caro,MI,Michigan
48724,720,23720,Saginaw,Carrollton,MI,Michigan
48725,310,23310,Huron,Caseville,MI,Michigan
48726,750,23750,Sanilac,Cass City,MI,Michigan
48726,310,23310,Huron,Cass City,MI,Michigan
48726,780,23780,Tuscola,Cass City,MI,Michigan
48727,430,23430,Lapeer,Clifford,MI,Michigan
48727,780,23780,Tuscola,Clifford,MI,Michigan
48728,000,23000,Alcona,Curran,MI,Michigan
48728,670,23670,Oscoda,Curran,MI,Michigan
48729,780,23780,Tuscola,Deford,MI,Michigan
48729,750,23750,Sanilac,Deford,MI,Michigan
48730,140,23140,Charlevoix,East Tawas,MI,Michigan
48730,340,23340,Iosco,East Tawas,MI,Michigan
48731,340,23340,Iosco,Elkton,MI,Michigan
48731,310,23310,Huron,Elkton,MI,Michigan
48732,080,23080,Bay,Essexville,MI,Michigan
48733,780,23780,Tuscola,Fairgrove,MI,Michigan
48734,720,23720,Saginaw,Frankenmuth,MI,Michigan
48734,780,23780,Tuscola,Frankenmuth,MI,Michigan
48735,310,23310,Huron,Gagetown,MI,Michigan
48735,780,23780,Tuscola,Gagetown,MI,Michigan
48736,780,23780,Tuscola,Gilford,MI,Michigan
48737,000,23000,Alcona,Glennie,MI,Michigan
48737,340,23340,Iosco,Glennie,MI,Michigan
48738,000,23000,Alcona,Greenbush,MI,Michigan
48738,340,23340,Iosco,Greenbush,MI,Michigan
48739,640,23640,Ogemaw,Hale,MI,Michigan
48739,340,23340,Iosco,Hale,MI,Michigan
48740,000,23000,Alcona,Harrisville,MI,Michigan
48741,750,23750,Sanilac,Kingston,MI,Michigan
48741,780,23780,Tuscola,Kingston,MI,Michigan
48742,000,23000,Alcona,Lincoln,MI,Michigan
48743,340,23340,Iosco,Long Lake,MI,Michigan
48744,780,23780,Tuscola,Mayville,MI,Michigan
48744,430,23430,Lapeer,Mayville,MI,Michigan
48745,340,23340,Iosco,Mikado,MI,Michigan
48745,000,23000,Alcona,Mikado,MI,Michigan
48746,780,23780,Tuscola,Millington,MI,Michigan
48746,240,23240,Genesee,Millington,MI,Michigan
48747,080,23080,Bay,Munger,MI,Michigan
48748,340,23340,Iosco,National City,MI,Michigan
48749,050,23050,Arenac,Omer,MI,Michigan
48750,340,23340,Iosco,Oscoda,MI,Michigan
48750,000,23000,Alcona,Oscoda,MI,Michigan
48754,310,23310,Huron,Owendale,MI,Michigan
48755,310,23310,Huron,Pigeon,MI,Michigan
48756,640,23640,Ogemaw,Prescott,MI,Michigan
48757,080,23080,Bay,Reese,MI,Michigan
48757,720,23720,Saginaw,Reese,MI,Michigan
48757,780,23780,Tuscola,Reese,MI,Michigan
48758,780,23780,Tuscola,Richville,MI,Michigan
48759,310,23310,Huron,Sebewaing,MI,Michigan
48759,780,23780,Tuscola,Sebewaing,MI,Michigan
48760,430,23430,Lapeer,Silverwood,MI,Michigan
48760,780,23780,Tuscola,Silverwood,MI,Michigan
48761,340,23340,Iosco,South Branch,MI,Michigan
48761,640,23640,Ogemaw,South Branch,MI,Michigan
48761,670,23670,Oscoda,South Branch,MI,Michigan
48761,000,23000,Alcona,South Branch,MI,Michigan
48762,000,23000,Alcona,Spruce,MI,Michigan
48762,030,23030,Alpena,Spruce,MI,Michigan
48763,050,23050,Arenac,Tawas City,MI,Michigan
48763,340,23340,Iosco,Tawas City,MI,Michigan
48764,340,23340,Iosco,Tawas City,MI,Michigan
48765,340,23340,Iosco,Turner,MI,Michigan
48765,050,23050,Arenac,Turner,MI,Michigan
48766,050,23050,Arenac,Twining,MI,Michigan
48766,340,23340,Iosco,Twining,MI,Michigan
48767,310,23310,Huron,Unionville,MI,Michigan
48767,780,23780,Tuscola,Unionville,MI,Michigan
48768,720,23720,Saginaw,Vassar,MI,Michigan
48768,780,23780,Tuscola,Vassar,MI,Michigan
48769,780,23780,Tuscola,Vassar,MI,Michigan
48770,340,23340,Iosco,Whittemore,MI,Michigan
48770,050,23050,Arenac,Whittemore,MI,Michigan
48770,640,23640,Ogemaw,Whittemore,MI,Michigan
48787,720,23720,Saginaw,Frankenmuth,MI,Michigan
48801,280,23280,Gratiot,Alma,MI,Michigan
48802,280,23280,Gratiot,Alma,MI,Michigan
48804,360,23360,Isabella,Mount Pleasant,MI,Michigan
48805,320,23320,Ingham,Okemos,MI,Michigan
48806,280,23280,Gratiot,Ashley,MI,Michigan
48807,280,23280,Gratiot,Bannister,MI,Michigan
48807,720,23720,Saginaw,Bannister,MI,Michigan
48808,180,23180,Clinton,Bath,MI,Michigan
48809,330,23330,Ionia,Belding,MI,Michigan
48811,280,23280,Gratiot,Carson City,MI,Michigan
48811,580,23580,Montcalm,Carson City,MI,Michigan
48812,580,23580,Montcalm,Cedar Lake,MI,Michigan
48813,220,23220,Eaton,Charlotte,MI,Michigan
48813,120,23120,Calhoun,Charlotte,MI,Michigan
48815,330,23330,Ionia,Clarksville,MI,Michigan
48815,400,23400,Kent,Clarksville,MI,Michigan
48816,460,23460,Livingston,Cohoctah,MI,Michigan
48817,770,23770,Shiawassee,Corunna,MI,Michigan
48818,280,23280,Gratiot,Crystal,MI,Michigan
48818,580,23580,Montcalm,Crystal,MI,Michigan
48819,320,23320,Ingham,Dansville,MI,Michigan
48820,180,23180,Clinton,Dewitt,MI,Michigan
48821,220,23220,Eaton,Dimondale,MI,Michigan
48822,180,23180,Clinton,Eagle,MI,Michigan
48823,180,23180,Clinton,East Lansing,MI,Michigan
48823,320,23320,Ingham,East Lansing,MI,Michigan
48824,320,23320,Ingham,East Lansing,MI,Michigan
48825,320,23320,Ingham,East Lansing,MI,Michigan
48826,320,23320,Ingham,East Lansing,MI,Michigan
48827,370,23370,Jackson,Eaton Rapids,MI,Michigan
48827,320,23320,Ingham,Eaton Rapids,MI,Michigan
48827,220,23220,Eaton,Eaton Rapids,MI,Michigan
48829,580,23580,Montcalm,Edmore,MI,Michigan
48829,360,23360,Isabella,Edmore,MI,Michigan
48830,280,23280,Gratiot,Elm Hall,MI,Michigan
48831,720,23720,Saginaw,Elsie,MI,Michigan
48831,280,23280,Gratiot,Elsie,MI,Michigan
48831,180,23180,Clinton,Elsie,MI,Michigan
48831,770,23770,Shiawassee,Elsie,MI,Michigan
48832,280,23280,Gratiot,Elwell,MI,Michigan
48833,180,23180,Clinton,Eureka,MI,Michigan
48834,580,23580,Montcalm,Fenwick,MI,Michigan
48834,330,23330,Ionia,Fenwick,MI,Michigan
48835,180,23180,Clinton,Fowler,MI,Michigan
48835,280,23280,Gratiot,Fowler,MI,Michigan
48836,220,23220,Eaton,Fowlerville,MI,Michigan
48836,460,23460,Livingston,Fowlerville,MI,Michigan
48837,220,23220,Eaton,Grand Ledge,MI,Michigan
48837,330,23330,Ionia,Grand Ledge,MI,Michigan
48837,180,23180,Clinton,Grand Ledge,MI,Michigan
48838,580,23580,Montcalm,Greenville,MI,Michigan
48838,400,23400,Kent,Greenville,MI,Michigan
48840,320,23320,Ingham,Haslett,MI,Michigan
48841,770,23770,Shiawassee,Henderson,MI,Michigan
48841,720,23720,Saginaw,Henderson,MI,Michigan
48842,320,23320,Ingham,Holt,MI,Michigan
48843,460,23460,Livingston,Howell,MI,Michigan
48844,460,23460,Livingston,Howell,MI,Michigan
48845,580,23580,Montcalm,Hubbardston,MI,Michigan
48845,280,23280,Gratiot,Hubbardston,MI,Michigan
48845,180,23180,Clinton,Hubbardston,MI,Michigan
48845,330,23330,Ionia,Hubbardston,MI,Michigan
48846,330,23330,Ionia,Ionia,MI,Michigan
48847,280,23280,Gratiot,Ithaca,MI,Michigan
48848,180,23180,Clinton,Laingsburg,MI,Michigan
48848,770,23770,Shiawassee,Laingsburg,MI,Michigan
48849,330,23330,Ionia,Lake Odessa,MI,Michigan
48849,070,23070,Barry,Lake Odessa,MI,Michigan
48849,220,23220,Eaton,Lake Odessa,MI,Michigan
48850,530,23530,Mecosta,Lakeview,MI,Michigan
48850,580,23580,Montcalm,Lakeview,MI,Michigan
48851,330,23330,Ionia,Lyons,MI,Michigan
48852,580,23580,Montcalm,McBrides,MI,Michigan
48853,180,23180,Clinton,Maple Rapids,MI,Michigan
48854,320,23320,Ingham,Mason,MI,Michigan
48856,280,23280,Gratiot,Middleton,MI,Michigan
48857,770,23770,Shiawassee,Morrice,MI,Michigan
48858,360,23360,Isabella,Mount Pleasant,MI,Michigan
48859,360,23360,Isabella,Mount Pleasant,MI,Michigan
48860,330,23330,Ionia,Muir,MI,Michigan
48861,220,23220,Eaton,Mulliken,MI,Michigan
48861,330,23330,Ionia,Mulliken,MI,Michigan
48862,280,23280,Gratiot,North Star,MI,Michigan
48863,460,23460,Livingston,Howell,MI,Michigan
48864,320,23320,Ingham,Okemos,MI,Michigan
48865,330,23330,Ionia,Orleans,MI,Michigan
48866,770,23770,Shiawassee,Ovid,MI,Michigan
48866,180,23180,Clinton,Ovid,MI,Michigan
48867,770,23770,Shiawassee,Owosso,MI,Michigan
48870,330,23330,Ionia,Palo,MI,Michigan
48871,280,23280,Gratiot,Perrinton,MI,Michigan
48872,770,23770,Shiawassee,Perry,MI,Michigan
48872,320,23320,Ingham,Perry,MI,Michigan
48872,460,23460,Livingston,Perry,MI,Michigan
48873,180,23180,Clinton,Pewamo,MI,Michigan
48873,330,23330,Ionia,Pewamo,MI,Michigan
48874,280,23280,Gratiot,Pompeii,MI,Michigan
48875,330,23330,Ionia,Portland,MI,Michigan
48875,180,23180,Clinton,Portland,MI,Michigan
48876,220,23220,Eaton,Potterville,MI,Michigan
48877,580,23580,Montcalm,Riverdale,MI,Michigan
48877,360,23360,Isabella,Riverdale,MI,Michigan
48877,280,23280,Gratiot,Riverdale,MI,Michigan
48878,360,23360,Isabella,Rosebush,MI,Michigan
48879,180,23180,Clinton,Saint Johns,MI,Michigan
48879,280,23280,Gratiot,Saint Johns,MI,Michigan
48880,280,23280,Gratiot,Saint Louis,MI,Michigan
48880,550,23550,Midland,Saint Louis,MI,Michigan
48881,330,23330,Ionia,Saranac,MI,Michigan
48882,770,23770,Shiawassee,Shaftsburg,MI,Michigan
48883,360,23360,Isabella,Shepherd,MI,Michigan
48883,550,23550,Midland,Shepherd,MI,Michigan
48883,280,23280,Gratiot,Shepherd,MI,Michigan
48884,360,23360,Isabella,Sheridan,MI,Michigan
48884,580,23580,Montcalm,Sheridan,MI,Michigan
48885,580,23580,Montcalm,Sidney,MI,Michigan
48886,530,23530,Mecosta,Six Lakes,MI,Michigan
48886,580,23580,Montcalm,Six Lakes,MI,Michigan
48887,330,23330,Ionia,Smyrna,MI,Michigan
48888,580,23580,Montcalm,Stanton,MI,Michigan
48889,280,23280,Gratiot,Sumner,MI,Michigan
48889,580,23580,Montcalm,Sumner,MI,Michigan
48890,220,23220,Eaton,Sunfield,MI,Michigan
48890,330,23330,Ionia,Sunfield,MI,Michigan
48891,580,23580,Montcalm,Vestaburg,MI,Michigan
48891,360,23360,Isabella,Vestaburg,MI,Michigan
48892,320,23320,Ingham,Webberville,MI,Michigan
48892,460,23460,Livingston,Webberville,MI,Michigan
48893,360,23360,Isabella,Weidman,MI,Michigan
48894,180,23180,Clinton,Westphalia,MI,Michigan
48895,320,23320,Ingham,Williamston,MI,Michigan
48896,360,23360,Isabella,Winn,MI,Michigan
48897,070,23070,Barry,Woodland,MI,Michigan
48901,320,23320,Ingham,Lansing,MI,Michigan
48906,180,23180,Clinton,Lansing,MI,Michigan
48906,320,23320,Ingham,Lansing,MI,Michigan
48906,220,23220,Eaton,Lansing,MI,Michigan
48908,220,23220,Eaton,Lansing,MI,Michigan
48909,320,23320,Ingham,Lansing,MI,Michigan
48910,320,23320,Ingham,Lansing,MI,Michigan
48911,320,23320,Ingham,Lansing,MI,Michigan
48911,220,23220,Eaton,Lansing,MI,Michigan
48912,320,23320,Ingham,Lansing,MI,Michigan
48913,320,23320,Ingham,Lansing,MI,Michigan
48915,320,23320,Ingham,Lansing,MI,Michigan
48917,320,23320,Ingham,Lansing,MI,Michigan
48917,220,23220,Eaton,Lansing,MI,Michigan
48918,320,23320,Ingham,Lansing,MI,Michigan
48919,320,23320,Ingham,Lansing,MI,Michigan
48921,320,23320,Ingham,Lansing,MI,Michigan
48922,320,23320,Ingham,Lansing,MI,Michigan
48924,320,23320,Ingham,Lansing,MI,Michigan
48929,320,23320,Ingham,Lansing,MI,Michigan
48930,320,23320,Ingham,Lansing,MI,Michigan
48933,320,23320,Ingham,Lansing,MI,Michigan
48937,320,23320,Ingham,Lansing,MI,Michigan
48950,320,23320,Ingham,Lansing,MI,Michigan
48956,320,23320,Ingham,Lansing,MI,Michigan
48980,320,23320,Ingham,Lansing,MI,Michigan
